numTweets,posting_user,GROUP_CONCAT(url)
119,WVGOP,"http://m.register-herald.com/news/cole-predicts-budget-cuts-at-every-turn-but-no-tax/article_66826769-939f-5337-a761-1845e45c8378.html?mode=jqm,http://campaign.r20.constantcontact.com/render?ca=e2234571-a841-4c2e-bbe6-e753467340c8&c=04b00560-7cbb-11e3-baa0-d4ae52754950&ch=055d5c60-7cbb-11e3-bb31-d4ae52754950,http://campaign.r20.constantcontact.com/render?ca=de6e697d-aa73-429d-9d12-32aa39885470&c=5e7129d0-7cbb-11e3-90d9-d4ae52754950&ch=5f1d9670-7cbb-11e3-913d-d4ae52754950,http://campaign.r20.constantcontact.com/render?ca=c04eb48f-62e5-4945-b1f8-b16b10eb6694&c=6c3efdf0-b5c1-11e3-8a55-d4ae52754055&ch=6c489ae0-b5c1-11e3-8a55-d4ae52754055,http://campaign.r20.constantcontact.com/render?ca=1b0ef71e-9bb9-4ac4-b42a-d7e4b8afe5ad&c=d087aa40-7cba-11e3-b43d-d4ae52754950&ch=d1572f40-7cba-11e3-b497-d4ae52754950,https://youtu.be/TfwI70z_gtw,http://campaign.r20.constantcontact.com/render?ca=a172b11b-d756-41f4-a5c9-fb3f5919305b&c=d087aa40-7cba-11e3-b43d-d4ae52754950&ch=d1572f40-7cba-11e3-b497-d4ae52754950,https://m.youtube.com"
103,MSGOP,"http://www.msgop.org/donate/,https://594310.content.nlgrid.com/wf/webmail?rp=ZTI1bGQzTnNaWFIwWlhKZmFXUTZNVEl6TkN4MWMyVnlYMmxrT2pJMU5qVTBmUWV5SnVaWGR6YkdWMGRHVnlYMmxrSWpvaU1qRTRNemswT0RjaUxDSnVaWGR6YkdWMGRHVnlYM1Z6WlhKZmFXUWlPalUyT0RreE5EQXdORE0yZlE9PQ%3D%3D,https://twitter.com/paulgalloshow/status/683794464532467712,http://hill.cm/lcEgVf1,https://twitter.com/GOYoste/status/684422826292547584,http://bit.ly/1ONS3Up,http://cnn.it/1RhUlSJ,http://cnn.it/1RhUqWB,http://1.usa.gov/1kPlKNg,http://www.msgop.org/2016-presidential-straw-poll/,https://twitter.com/mpbonline/status/686935437202558977,http://www.mpbonline.org/blogs/news/2016/01/12/live-inauguration-of-gov-phil-bryant/,https://cards.twitter.com/cards/qf1zdf/1cx0m,https://www.facebook.com/RepTrentKelly/posts/953589761383259,https://amp.twimg.com/v/ca8483f5-7673-400b-ac68-0a59d100ef45,https://trentkelly.house.gov/news/email/show.aspx?ID=E6YQ4UFWNS44O,https://gop.com/debates/,http://spencerritchie80.polldaddy.com/s/who-won-last-night-s-debate,http://ow.ly/X6Y0u,"
96,ILSenateGOP,"http://fb.me/Uc8Lq8Os,http://fb.me/5Cf7GuP1H,http://fb.me/3gxK1flND,http://fb.me/3i0bMNNkJ,http://fb.me/2IHVhbeaF,http://fb.me/75oX5mItF,http://fb.me/3h9rBocDS,http://cityclub-chicago.org/live,http://fb.me/2HpPtk2yb,http://fb.me/7MS2BkOHW,http://fb.me/7sJPYoTZC,http://fb.me/7EhLNeWjQ,http://www.wandtv.com/story/30960527/senate-meets-no-ground-made-on-new-state-budget,http://fb.me/2uy9R0bcA,http://fb.me/24gvc3JFu,http://fb.me/84v333vDT,http://fb.me/4nKt5GOQo,http://fb.me/2gAVtaMQ9,http://fb.me/2tlnFqbT1,http://fb.me/3I7Bp74vf,http://fb.me/76vVHDYGo,http://fb.me/70BxfONve,http://fb.me/5AdXo6fsd,http://fb.me/4MKFigbvU,http://fb.me/46AJIaCpM,http://fb.me/11qyOwgGN,http://fb.me/4wUbEcKi7,http://fb.me/7JpznLB0x,http://fb.me/6XgFAR3Rv,http://fb.me/5WKj2yeUe,http://bit.ly/1O2TOMR,https://www.whitehouse.gov/live,https://www.whitehouse.gov/live,http://www.whitehouse.gov/live,http://fb.me/2lVm1iB9u,http://fb.me/7NpcB9H8s,http://www.illinois.gov/cms/agency/media/radio/SitePages/Radio.aspx,http://fb.me/7xez5RG1A,http://fb"
95,mainegop,"https://twitter.com/reppoliquin/status/686616769151299584,http://bdn.to/wmqn,http://www.mainegop.com/shifty_shady/#.VpgNIhb0pvY.twitter,http://mainesenatepresident.com/emergency-drug-legislation-signed-into-law/,http://mehousegop.org/2016/01/19/house-republican-leaders-statements-on-passage-of-drug-treatment-bill/,http://www.mainegop.com/chairmans-statement-on-passing-of-senator-lois-snowe-mello/#.VqZqaNrDS4o.twitter,http://www.mainegop.com/irresponsible-emily-how-emily-cains-past-rhetoric-about-iran-deal-proves-her-position-was-irresponsible/#.VqZY4ohse-o.twitter,http://www.mainegop.com/irresponsible-emily-how-emily-cains-past-rhetoric-about-iran-deal-proves-her-position-was-irresponsible/#.VqZY4ohse-o.twitter,http://www.themainewire.com/2016/01/fight-heroin-epidemic/,http://bit.ly/1MVEvoO,http://LeadRight2016.com,http://bit.ly/1MVEvoO,https://twitter.com/ilgop/status/695000077492813824,https://twitter.com/rollcall/status/699980134175023104,http://bit.ly/1Un5Nwc,http://www.mainegop.com/caucus,https://youtu.b"
89,IdahoGOP,"http://nyti.ms/1kA9u2Z,http://gop.cm/1O6eViH,http://fb.me/2fn3rjWMC,https://www.washingtonpost.com/news/the-fix/wp/2016/01/06/house-democrats-are-running-out-of-future-leaders/,http://www.idgop.org/page/winter-meeting,https://twitter.com/idahogop/status/685608892324159489,http://idahoptv.org/insession/,https://vine.co/v/iMJ5YtJVlUj,https://twitter.com/bretbaier/status/687101292334854145,https://www.periscope.tv/w/1gqxvwNNjPQKB,https://twitter.com/naghmehabedini/status/688371354165325826,https://gop.com/continuing-the-dream-by-committing-to-community/,http://www.buzzfeed.com/claudiakoerner/inspector-general-clinton-emails-contained-information-beyon,http://LeadRight2016.com,http://frontloading.blogspot.com/2016/01/2016-republican-delegate-allocation_25.html?m=1#.VqakMQtWXMU.twitter,http://hill.cm/Un0O6dX,https://twitter.com/randpaul/status/691815266632798208,https://twitter.com/jamilsmith/status/691825725440135169,https://twitter.com/injo/status/691833385048805384,http://580kido.com/gop-debate-watch-party-this"
83,gophawaii,"http://fxn.ws/1IZA1mn,http://gophawaii.com/?page_id=822,https://youtu.be/hJgoR2CFefA,http://eepurl.com/bMOH71,http://eepurl.com/bM6c6z,http://goo.gl/rTYgOx,https://twitter.com/HawaiiHouseGOP/status/687439110919696386,http://bit.ly/1lpk0KK,http://dlvr.it/DJqkym,https://twitter.com/FoxNews/status/692120255032852482,https://twitter.com/FoxNews/status/692120168525361153,http://bit.ly/1lQWnv1,http://gophawaii.com/?page_id=822,http://goo.gl/MXlBBB,http://goo.gl/broqIX,http://goo.gl/MXlBBB,http://fb.me/40bKq6f68,http://abcn.ws/1obkg23,http://bit.ly/1lQWnv1,http://gophawaii.com/?page_id=822,https://twitter.com/NCSLorg/status/693207057621782528,https://amp.twimg.com/v/cbdeb9cc-e104-428e-8b38-66db4baa45c8,https://twitter.com/Rep_Tupola/status/695072024545378308,http://ow.ly/XXSaK,http://eepurl.com/bPOgMv,http://eepurl.com/bPOjoD,http://eepurl.com/bQh0sv,http://dlvr.it/KTnDpQ,http://cbsn.ws/1SLQhLc,https://twitter.com/CNNPolitics/status/698659099643351040,http://bit.ly/1mFZlTn,http://bit.ly/1PMvXp3,http://bit.ly/1PMvXp3"
74,lagop,"http://klfy.com/2015/12/30/dardenne-raising-taxes-among-options-to-fix-louisianas-budget-crisis/,http://thehayride.com/2016/01/john-bel-edwards-dhh-secretary-is-absolutely-awful-and-her-appointment-shows-he-lied-during-his-campaign/,http://www.lagop.com/blog/2016/1/8/become-a-delegate-to-the-2016-rnc-national-convention,http://www.lagop.com/blog/2016/1/13/edwards-medicaid-expansion-is-bad-fiscal-and-health-care-policy,http://www.lagop.com/blog/2016/1/14/obama-doesnt-have-a-clue-about-louisiana-but-he-did-stay-at-a-holiday-inn-express-last-night,http://thehayride.com/2016/01/fail-not-only-did-john-bel-edwards-lie-about-who-gets-the-credit-for-fixing-i-10-in-baton-rouge-he-lied-about-every-aspect-of-the-story/,http://taxfoundation.org/article/state-and-local-sales-tax-rates-2015,http://www.lagop.com/blog/2016/1/19/hillary-clintion-cashing-in-on-landrieu-favors,http://www.lagop.com/blog/2016/1/19/hillary-clintion-cashing-in-on-landrieu-favors,https://twitter.com/lapoliticsnow/status/690959488497614848,http://the"
71,mnsrc,"http://bit.ly/1JTNqac,https://twitter.com/StarTribune/status/684192705673445378,https://twitter.com/pioneerpress/status/684608747029839873,http://www.senate.leg.state.mn.us/jobs/employment_postings/view_job.php?id=170,http://bit.ly/1UzWLK9,http://buff.ly/1ZaFSXK,https://www.youtube.com/watch?v=_Yz0whV45Es,http://bit.ly/1SJW8z7,http://strib.mn/1UPGfpj,http://buff.ly/1l77vDq,https://youtu.be/8fG4mMIS3TI,https://twitter.com/chrissnowbeck/status/689832494745554944,http://cnnmon.ie/1RA8cni,https://twitter.com/MinnPost/status/689827261462265857,https://www.periscope.tv/w/aXJpvjI2NTUzODJ8MUx5eEJWbXBBTG94Tp7QB4qpxhKDsdvDHKkBBpmGiyYIJrp1i0Udp552wbzr,https://www.periscope.tv/w/aXJs3jI2NTUzODJ8MXJteFBsd2xwZUx4TpdClkiWSkkKxgYz-AqOUHjFVyPb5FHd92EfownXfuxc,http://strib.mn/1nRlNdn,http://bit.ly/1SdSnmJ,http://bit.ly/1PuduyM,http://www.mprnews.org/story/2016/02/04/otto-sues-new-audit-law,https://youtu.be/GtxaUzxHCJc,https://www.periscope.tv/w/aYys1jI2NTUzODJ8MWt2SnB6Tk5RdmFLRXzRUuuMH85CEYs01WkJp97AO0E3LATpmKsn-yox5SSt,https:"
63,NancyBarto,"https://twitter.com/katiepavlich/status/682299596576571392,http://nancybarto.com/wordpress/?p=3428,https://twitter.com/mercymaricopa/status/685531602370207745,https://twitter.com/tumbleweedyouth/status/686585936742842369,https://twitter.com/heathercarteraz/status/687127938551136256,https://twitter.com/emilyjyu/status/688415541267070976,http://nancybarto.com/wordpress/?p=3417,https://twitter.com/ajbaghai/status/689594753319510016,https://twitter.com/azeconomicnews/status/689492717634584576,https://twitter.com/arizotasocialme/status/689635597695123457,https://twitter.com/callisto1947/status/681904427977076736,https://twitter.com/repmattsalmon/status/690273992255496192,https://twitter.com/buccerinancy/status/691971386391281669,https://twitter.com/kengreenberg/status/691975560055164928,https://twitter.com/momiofaz/status/692474420540116992,https://twitter.com/wellnessbymd/status/693695073448374272,https://twitter.com/CarlyleBegay/status/694005676293513216,https://twitter.com/momiofaz/status/695245120455610369,htt"
59,senatenj,"https://www.facebook.com/senatenj/posts/10153557503363612,http://www.senatenj.com/index.php/general/agenda-for-new-jersey-senate-session-on-thursday-january-7-2016/25050,http://www.senatenj.com/index.php/tomkean/kean-nj-dems-ongoing-panynj-obstruction-hurts-commuters-taxpayers/25063,http://www.senatenj.com/index.php/bateman/senate-passes-bateman-legislation-to-increase-standards-for-school-nurse-certification/25062,https://twitter.com/tomkean/status/685216311283171328,https://www.facebook.com/senatenj/photos/a.462917878611.252430.39859378611/10153563737343612/?type=3&theater,http://www.senatenj.com/index.php/tomkean/with-scr-188-dead-kean-rice-committed-to-a-redistricting-solution-for-all-new-jerseyans/25174,https://www.facebook.com/senatenj/posts/10153575376558612,http://www.senatenj.com/index.php/tomkean/now-law-kean-bill-to-create-e-drivers-license-opportunity/25356,http://www.senatenj.com/index.php/holzapfel/christie-signs-holzapfel-bill-to-protect-kids-from-being-hit-by-school-buses/25427#more-25427,http"
36,mdsenategop,"http://fb.me/2lxSVFeCF,http://player.listenlive.co/35701,https://twitter.com/JBJenningsUSA/status/694188075417780225,https://youtu.be/CS-XIWZGbL8,https://youtu.be/_MtYKK-nsvQ,http://bsun.md/1QcDLOe,https://twitter.com/mdsenategop/status/694932140904046592,http://wapo.st/1RjsII1,http://fb.me/29y63xTXp,https://youtu.be/9-HY8o84CcE,http://youtu.be/AHGRZf8DK8I,http://fw.to/eV71ROD,http://governor.maryland.gov/2016/03/01/unbalancing-transportation-in-maryland/,https://youtu.be/k4HgCQVoCFg,http://www.carrollcountytimes.com/columnists/opinion/other_voices/ph-cc-ready-other-voices-030516-20160304-story.html,http://thedailyrecord.com/2016/03/07/carter-conway-vows-to-block-hogan-liquor-board-appointees/,http://bit.ly/1XqF6Ww,http://bit.ly/1XqF6Ww,http://marylandreporter.com/2016/03/17/senate-committee-proposes-100-million-a-year-in-income-tax-relief/,http://fb.me/4rGDrkCgX,http://1.usa.gov/1TSdfiB,https://twitter.com/BoydKRutherford/status/712293549400838144,https://www.facebook.com/mdsenategop/videos/10153379424892327"
35,WashingtonSRC,"http://ow.ly/XOVGv,http://via.q13fox.com/QZGnN,http://ow.ly/Ysamy,http://ow.ly/YIVpQ,http://ow.ly/YIVbp,http://ow.ly/YIVx8,http://ow.ly/YIVB0,http://ow.ly/Z29zX,http://ow.ly/Z29yA,http://tinyurl.com/zvvwtma,http://ow.ly/Z2GBj,http://tinyurl.com/jtuvaz4,http://bit.ly/1VX3vCK,http://ow.ly/Z5LRf,http://ow.ly/Z5TWI,https://www.youtube.com/watch?v=3qM2yuaRPwg,http://ow.ly/ZhaC7,http://ow.ly/Zk2yj,http://tinyurl.com/j7ba4xq,http://ow.ly/ZWjHq,http://ow.ly/103Yd2,http://ow.ly/10h1Ka,http://ow.ly/10hIRG,http://ow.ly/10jFpV,http://bit.ly/25XMqPL,https://youtu.be/0uu-XHjB8SM,http://bit.ly/1SYbzQH,http://bit.ly/1VELk7U,http://bit.ly/240IX0J,http://ow.ly/4n4aT4,http://ow.ly/4n89iN,http://ow.ly/4naiHg,http://ow.ly/4ndBeM,http://ow.ly/4nr2Bn,http://ow.ly/uP2K30034Rt"
32,FLSenateGOP,"http://www.fox13news.com/news/local-news/67283688-story,http://bit.ly/1mIvE4t,http://bit.ly/1kPOe9r,http://floridapolitics.com/archives/198224-vocational-rehab-performance-improvement-plan-clears-higher-education-committee,https://twitter.com/lizbethkb/status/689098518145961984,http://fb.me/751UvzGrK,http://www.tcpalm.com/news/politics/local/senate-passes-negron-bill-to-prohibit-state-business-with-anti-israel-companies-29cd6f54-ac59-477f-e-366091371.html,http://bit.ly/1ZPQNM2,http://fw.to/Mkfoovb,http://bit.ly/LhQ81C,http://www.bradentongulfislands.com/river-regatta/,http://bit.ly/1V0CAFK,http://www.flsenate.gov/Media/PressReleases/Show/2392,http://www.flsenate.gov/Media/PressReleases/Show/2392,http://floridapolitics.com/archives/201294-senate-approves-first-responders-survivors-benefit-bill-honoring-orlando-deputy,http://bit.ly/1B1BPoB,http://bit.ly/1LwZbEk,http://bit.ly/1Q8Bggu,https://twitter.com/JeffAtwater/status/702212335109337089,https://twitter.com/AGPamBondi/status/702608107256619008,http://bit.ly/1"
29,NewMexicoGOP,"http://tinyurl.com/m5tyaya,http://tinyurl.com/m5tyaya,http://tinyurl.com/m5tyaya,http://www.youtube.com/watch?v=jC5PnEtx-E4,http://www.foxbusiness.com/features/2016/01/11/where-can-watch-and-participate-in-gop-debate.html,http://nmpolitics.net/index/2016/01/gov-susana-martinezs-2016-state-of-the-state-address/,http://newmexico.gop/press-release/,https://newmexico.gop/1357-2/,https://twitter.com/nmhousegop/status/694258601230102528,http://www.abqjournal.com/716665/news/new-mexico-democrats-face-pressure-over-real-id-fix.html,http://goo.gl/IrDGsc,http://www.kob.com/article/stories/s3739735.shtml,https://newmexico.gop/press-release-senate-boss-michael-sanchez-who-represents-dwi-offenders-kills-anti-dwi-legislation/,https://newmexico.gop/press-release-republican-party-of-new-mexico-releases-statement-on-death-of-justice-antonin-scalia/,https://twitter.com/pearce4nm/status/707582301375307776,https://twitter.com/danboydnm/status/707735090969751553,https://newmexico.gop/dpnm-newsletter-highlights-success-anti-dwi-bi"
28,HeatherCarterAZ,"https://shar.es/16G4Sn,http://fb.me/4oTieJETf,http://fb.me/6X72wd2HE,https://twitter.com/uaphxfamilymed/status/692417718532902912,http://fb.me/3lxDGpaPl,https://twitter.com/arma_docs/status/693498090469261316,https://twitter.com/kennedydana/status/694673383477374976,https://twitter.com/azhousegop/status/695356421177651201,https://twitter.com/carlylebegay/status/695629307113148416,https://twitter.com/kennedydana/status/697211251512856576,http://cronkitenews.azpbs.org/2016/02/10/cave-creek-bus-driver-goes-above-and-beyond-for-students/#.VrwxbCgZs4I.twitter,http://cronkitenews.azpbs.org/2016/02/10/cave-creek-bus-driver-goes-above-and-beyond-for-students/#.VrwyVY1YbjF.twitter,https://twitter.com/katemcgeeaz/status/701863687359852544,https://twitter.com/azhousegop/status/702546934045626368,https://twitter.com/drcarachrist/status/707291624729018368,https://twitter.com/azcounties/status/712384801810952192,https://cards.twitter.com/cards/qfdnmp/1m1ns,https://twitter.com/covey2016/status/716677054159138816,https://twi"
27,UtahGOP,"https://www.facebook.com/UTGOP,http://utah.gop/caucus-hq/,http://utah.gop/caucus-hq/,http://kutv.com/news/local/utahs-gop-chair-after-meeting-with-rnc-says-anything-is-possible,http://www.ksl.com/?sid=38416375&nid=148&fm=most_popular&s_cid=popular-5,https://secure.utah.gov/voterreg/index.html,https://www.facebook.com/UTGOP/,https://www.facebook.com/UTGOP/,http://m.washingtontimes.com/news/2016/feb/22/gop-presidential-debate-in-salt-lake-city-stirs-ex/,http://vote.utah.gov/vote/,http://www.utah.gop,https://www.ksl.com/?sid=38626928&nid=757,http://www.utah.gop,http://utah.gop/caucus-hq/,http://m.deseretnews.com/article/865648740/Utah-Mormons-urged-by-LDS-leaders-to-participate-in-caucus-meetings.html?ref=http%3A%2F%2Fm.facebook.com%2F,http://fox13now.com/2016/02/28/3-questions-with-bob-evans-james-evans-talks-republican-nomination/,http://www.utah.gop,http://www.facebook.com/UTGOP,http://www.utah.gop,http://www.utah.gop,http://www.utah.gop,http://vote.utah.gov,http://bit.ly/1VanXlu,https://www.facebook.com/UTGO"
25,NewYorkGOP,"https://twitter.com/fud31/status/686163791097282560,http://www.nygop.org,http://m.huffpost.com/us/entry/8913948,http://m.timesunion.com/tuplus-local/article/Churchill-Reasons-to-worry-about-15-minimum-wage-6772873.php,http://www.foxnews.com/politics/2016/01/21/flare-out-mega-solar-company-slashing-jobs-despite-govt-benefits.html?intcmp=hplnws,http://newyork.gop,http://bit.ly/1PIt1Nq,https://twitter.com/sarbetter/status/697770225480159232,http://newyork.gop,http://myemail.constantcontact.com/Statement-from-Chairman-Cox-on-the-Passing-of-Justice-Scalia.html?soid=1103025183816&aid=e80kn8rzn18,http://nypost.com/2016/02/21/andrew-cuomo-puts-politics-ahead-of-marios-legacy/,http://nypost.com/2016/02/26/andrew-cuomos-rv-tour-leaves-ethics-in-the-dust/,https://m.youtube.com/watch?v=L9gKbqi4Zcw&feature=youtu.be,http://www.syracuse.com/opinion/index.ssf/2016/03/ny_15_minimum_wage_beyond_emotion_economic_case_is_weak_editorial.html,http://nypost.com/2016/03/08/lester-chang-could-upend-new-york-city-politics/,http://vide"
20,scsenategop,"http://bit.ly/1RHyIeI,http://bit.ly/1lku8Vj,https://www.facebook.com/scsenategop/videos/10153870869282329/,http://youtu.be/GsVdNdI9qRk?a,http://youtu.be/GsVdNdI9qRk,http://youtu.be/7_eY7ToNEhA?a,http://wp.me/p6Ii9R-66,http://gu.com/p/4hzhq/stw,http://youtu.be/WyTkoWhKNy0?a,http://www.youtube.com/watch?v=WyTkoWhKNy0,http://www.scstatehouse.gov/sess121_2015-2016/bills/1023.htm,http://www.postandcourier.com/article/20160421/PC1603/160429863,http://www.thestate.com/news/politics-government/politics-columns-blogs/the-buzz/article73051912.html,http://www.postandcourier.com/article/20160420/PC1603/160429897,https://m.youtube.com/watch?v=F_uV3cbUkRI,http://www.scstatehouse.gov/currentbill.php?PAGE=CURRENT&chamber=S,http://www.postandcourier.com/article/20160430/PC1002/160439957,http://apne.ws/1VWMpsx,http://bit.ly/23a9QgA,http://PalmettoPolitics.com"
14,sdgop,"http://kelo.com/news/articles/2016/jan/04/noem-rounds-have-problems-with-obama-gun-control/,https://twitter.com/nelsonforsd/status/684359434227732480,http://southdakotagop.com/,http://rapidcityjournal.com/now/today/rcj/most-depressing-statistics-for-south-dakota-democrats/collection_b33a5104-af17-11e5-bd2c-ffc990587c58.html,http://www.foxbusiness.com/features/2016/01/11/fox-business-network-to-live-stream-gop-presidential-debates-january-14.html,https://www.youtube.com/watch?v=AqzGwlLCa9E&feature=youtu.be,http://www.keloland.com/newsdetail.cfm/iowa-caucuses-what-to-know-for-tonight/?id=190276,http://southdakotagop.com/how-to-become-a-delegate-or-alternate-to-the-gop-national-convention-in-cleveland/,http://southdakotagop.com/stay-informed/press-releases/sdgop-statement-on-candidacy-of-jay-williams/,https://www.youtube.com/watch?v=722Dr7OgArw&feature=youtu.be,https://gop.com/what-you-need-to-know-about-super-tuesday-all-in-one-place/,http://southdakotagop.com/how-to-become-a-delegate-or-alternate-to-the-gop-na"
13,NDGOP,"http://www.ndgop.org/?p=6879,http://bit.ly/1ONnBQF,http://spkrryan.us/1oaM5Yp,http://fb.me/48dsh5OhO,http://www.ustream.tv/channel/dwt9PkK8Drk,http://www.inforum.com/news/4000700-nd-republicans-endorse-hoeven-us-senate#.Vv_tljIaHmE.twitter,http://www.ustream.tv/channel/dwt9PkK8Drk,http://InForum.com,https://twitter.com/inforum/status/720817738709471232,https://twitter.com/ND37Republicans/status/724631805849038848,https://twitter.com/sayanythingblog/status/725675960830443520,https://twitter.com/stenehjemforgov/status/726465548188540928,https://twitter.com/stenehjemforgov/status/727300954580623361"
13,VASenateGOP,"http://fb.me/4bqZaixOu,http://fb.me/4ZWCceSuJ,http://fb.me/7c0UEwoRE,http://fb.me/6nyhFdimq,http://fb.me/7VrMGXtMr,http://fb.me/4AJ6u44xf,http://fb.me/7730TeWTh,http://fb.me/70EYjFWR9,http://fb.me/XRKhlh1w,http://fb.me/4biGiLwwu,http://fb.me/4C1IG5h7c,http://fb.me/2ADlKBnqt,http://fb.me/87mQzZXTt"
8,IASenateGOP,"http://iasen.gop/011116,http://iasen.gop/1OmCV3f,http://iasen.gop/1OmCV3f,https://twitter.com/CliveChamber/status/701097299062095873,http://dmreg.co/1QP8Uh2,https://twitter.com/IAHouseGOP/status/706872185961390081,http://iasen.gop/1WLF1g5,http://iasen.gop/25AQHZg"
7,AZSenateGOP,"http://tinyurl.com/hgtttdw,http://tinyurl.com/jrx8sjx,http://tinyurl.com/h8lbety,http://tinyurl.com/h7hsacq,http://tinyurl.com/hmvmbgu,http://www.azcentral.com/story/opinion/op-ed/robertrobb/2016/02/04/robb-breakthrough-pension-reform/79833842/,http://tinyurl.com/h2or8m9"
6,KansasSenateGOP,"http://www.therepublic.com/view/story/d2beb395c7ff43d8842c3ceab9e57869/KS--Legislature-Opening-Day,http://www.kslegresearch.org/KLRD-web/Publications/AppropriationsRevenue/KansasStatewideEfficiencyInterimRpt2016Jan12.pdf,http://kansas.gov,http://www.kansansforjustice.com,http://www.morningsun.net/news/20160122/law-would-require-local-vote-on-taxes,https://kansasmoney.gov/"
6,BoyerAZ,"http://azc.cc/1pddKZx,http://www.azcentral.com/picture-gallery/money/business/jobs/2016/03/29/arizona-companies-hiring-100-or-more-in-april/82395676/,http://azc.cc/1MR8x3G,http://www.azcentral.com/story/opinion/op-ed/2016/04/04/legal-marijuana-arizona-law-enforcement/82439470/,http://www.azcentral.com/story/opinion/editorial/2016/04/19/proposition-123-endorsement/83248166/?hootPostID=dbd56fb24052465ed9fcc48ed4409ece,http://goo.gl/fb/He6VrQ"
5,NEGOP,"https://gop.com/clinton-stumbles-on-fresh-questions-regarding-emails/,http://www.netnebraska.org/interactive-multimedia/government/legislative-hearing-revenue-room-1524-52,https://www.youtube.com/watch?v=jDnEqo6p878,http://conta.cc/20QCt2D,http://journalstar.com/legislature/article_e828402d-0061-5e3c-a7f8-131fd1f2cd08.html"
4,ILSRCC,"http://trib.in/1X4b5fB,http://bit.ly/1RR5FAl,http://chicago.suntimes.com/politics/brown-democrats-redistricting-hocus-pocus-dominocus/,https://myrefund.illinoiscomptroller.com/"
1,prashant4nov,http://pawsitivepetsit.com/wp-content/uploads/2015/03/Pets.jpg
